source_id,university_id,title,publisher,source_type,url,archived_url,published_date,date_precision,accessed_date,document_status,confidence,workflow_status,created_by,verified_by,notes
src-pucv-008,pucv,Profesor James M. Cooper encabezó workshop internacional sobre manejo de IA en el ámbito legal,Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho-pucv/noticias/profesor-james-m-cooper-encabezo-workshop-internacional-sobre-manejo-de,,2026-06-18,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b,,"Workshop para alumni sobre manejo, gobernanza e implementación responsable de IA."
src-pucv-009,pucv,Diplomado Legal Management Program y Legal Management Innovation Lab,Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho/noticias/diplomado-legal-management-program-y-legal-management-innovation-lab,,2023-04-18,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2a,,"FDI financiado por Mineduc para un componente ADYACENTE, no para IA específica."
src-pucv-010,pucv,Laboratorio de Innovación Legal y Programa de Derecho e Inteligencia Artificial se adjudican fondos,Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho-pucv/noticias/laboratorio-de-innovacion-legal-y-programa-de-derecho-e-inteligencia,,2025-08-11,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3a,,Adjudicación 2025. Junto con src-pucv-006 documenta financiamiento competitivo en dos años consecutivos.
src-pucv-011,pucv,IV versión de Innova Day 2025,Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derecho-pucv/noticias/exitosa-iv-version-de-innova-day-2025-fomentando-la-innovacion-legal,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3a,,La actividad general es ADYACENTE; sólo el panel sobre automatización e IA genera evidencia específica. No reclasificar todo Innova Day como iniciativa de IA.
src-pucv-012,pucv,Derecho · pregrado PUCV,Pontificia Universidad Católica de Valparaíso,curricular,https://pucv.cl/pucv/pregrado/derecho,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,75,FUENTE_ABIERTA,intento-3a,,El perfil declara competencia en TIC y enlaza al plan de estudios; la revisión pública no permitió verificar una línea curricular obligatoria en IA. No autoriza a afirmar que no exista (L-7).
src-pucv-013,pucv,Universidad habilita la herramienta Gemini IA para fortalecer el trabajo académico,Pontificia Universidad Católica de Valparaíso,noticia-institucional,https://pucv.cl/pucv/noticias/vida-universitaria/universidad-habilita-herramienta-gemini-ia-para-fortalecer-el-trabajo,,2026-03-19,dia,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,"Demuestra acceso institucional desde marzo de 2026, no adopción efectiva en Derecho. Infraestructura, participación y uso son tres cosas distintas."
src-pucv-014,pucv,Profesor Eduardo Aldunate publica artículo en revista indexada,Facultad de Derecho PUCV,noticia-institucional,https://pucv.cl/uuaa/derechopublico/noticias/profesor-eduardo-aldunate-publica-articulo-en-prestigiosa-revista,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,50,PROPUESTO,intento-3a,,Aparece en la lista de fuentes de la narrativa PUCV de intento-3a. No acredita actividad de IA: se conserva como contexto y no alimenta ninguna evidencia.
src-udec-001,udec,Facultad de Ciencias Jurídicas y Sociales UdeC realizó seminario sobre inteligencia artificial,Facultad de Ciencias Jurídicas y Sociales UdeC,noticia-institucional,https://jur.udec.cl/content/facultad-de-ciencias-jur%C3%ADdicas-y-sociales-udec-realiz%C3%B3-seminario-sobre-inteligencia,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-2b; intento-3b,,"Actividad del 21-04-2026: demostraciones de modelos de lenguaje para lectura, investigación y redacción jurídica."
src-udec-002,udec,Seminario «Derecho en la Smart Era»,Facultad de Ciencias Jurídicas y Sociales UdeC,noticia-institucional,https://juridicasysociales.udec.cl/content/seminario-%E2%80%9Cderecho-en-la-smart-era%E2%80%9D-reuni%C3%B3-destacados-expositores-y-una-gran-audiencia-en-la,,2025-10-02,dia,2026-09-01,inaccesible,50,FUENTE_ABIERTA,intento-2b,,El certificado del servidor no cubre el nombre de host: el navegador mostrará una advertencia de seguridad. El contenido existe. Antes de publicar conviene buscar el mismo hecho en jur.udec.cl.
src-udec-003,udec,Facultad realizó taller de inteligencia artificial para académicos y académicas,Facultad de Ciencias Jurídicas y Sociales UdeC,noticia-institucional,https://jur.udec.cl/content/facultad-realiz%C3%B3-taller-de-inteligencia-artificial-para-acad%C3%A9micos-y-acad%C3%A9micas,,FECHA_NO_DECLARADA,FECHA_NO_DECLARADA,2026-09-01,vigente,50,FUENTE_ABIERTA,intento-3b,,Taller presencial sobre uso crítico y pedagógico de IA generativa. La fuente no declara fecha de publicación.
src-udec-004,udec,[genIA] · programa interdisciplinario UdeC,Universidad de Concepción,pagina-institucional,https://genia.udec.cl,,2026-02-10,dia,2026-09-01,vigente,70,FUENTE_ABIERTA,intento-3b,,"Capacidad de toda la universidad, no estructura de Derecho. Reclasificada como ADYACENTE para la Facultad."
